,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
25,Rooiwal,Hard Coal,Steam Turbine,PP,ZA,300.0,,,0.0,0.0,0.0,1962.0,1962.0,2007.0,-25.5550101,28.237573199999996,"{nan, nan, nan, nan, nan}","{'GCPT': {'G108622', 'G108626', 'G108624', 'G108625', 'G108623'}, 'GEO': {'GEO-5164'}, 'GPD': {'WRI1075862'}}",805
26,Pretoria West,Hard Coal,Steam Turbine,PP,ZA,180.0,,,0.0,0.0,0.0,1952.0,1952.0,1997.0,-25.758390000000002,28.14667,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G113800', 'G113803', 'G113804', 'G113799', 'G113801', 'G113802'}, 'GEO': {'GEO-4924'}, 'GPD': {'WRI1075861'}}",411
27,Matla,Hard Coal,Steam Turbine,PP,ZA,3600.0,,,0.0,0.0,0.0,1979.0,1979.0,2024.0,-26.2813319,29.1415062,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G106731', 'G106729', 'G106726', 'G106728', 'G106727', 'G106730'}, 'GEO': {'GEO-4204'}, 'GPD': {'WRI1000131'}}",379
28,Matimba,Hard Coal,Steam Turbine,PP,ZA,3990.0,,,0.0,0.0,0.0,1987.0,1987.0,2032.0,-23.6688333,27.610838,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G106725', 'G106724', 'G106722', 'G106723', 'G106721', 'G106720'}, 'GEO': {'GEO-4203'}, 'GPD': {'WRI1000130'}}",600
29,Majuba,Hard Coal,Steam Turbine,PP,ZA,4143.0,,,0.0,0.0,0.0,1996.0,1996.0,2041.0,-27.100609699999996,29.770963299999995,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G106603', 'G106602', 'G106600', 'G106605', 'G106604', 'G106601'}, 'GEO': {'GEO-4145'}, 'GPD': {'WRI1000129'}}",780
30,Kriel,Hard Coal,Steam Turbine,PP,ZA,3000.0,,,0.0,0.0,0.0,1976.0,1976.0,2021.0,-26.253936999999997,29.1784651,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G105967', 'G105969', 'G105966', 'G105965', 'G105968', 'G105964'}, 'GEO': {'GEO-3911'}, 'GPD': {'WRI1000127'}}",379
31,Van Eck,Hard Coal,Steam Turbine,PP,NA,120.0,,,0.0,0.0,0.0,1972.0,1972.0,2017.0,-22.5116258,17.0786923,"{nan, nan, nan, nan}","{'GCPT': {'G110551', 'G110550', 'G110548', 'G110549'}, 'GEO': {'GEO-40393'}, 'GPD': {'WRI1023134'}}",1354
32,Kendal,Hard Coal,Steam Turbine,PP,ZA,4116.0,,,0.0,0.0,0.0,1988.0,1988.0,2033.0,-26.0902853,28.9687965,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G105665', 'G105668', 'G105663', 'G105667', 'G105664', 'G105666'}, 'GEO': {'GEO-3819'}, 'GPD': {'WRI1000125'}}",700
33,Kelvin,Hard Coal,Steam Turbine,PP,ZA,420.0,,,0.0,0.0,0.0,1957.0,1957.0,2002.0,-26.1157758,28.194019,"{nan, nan, nan, nan, nan, nan, nan}","{'GCPT': {'G105651', 'G105649', 'G105650', 'G105647', 'G105648', 'G105652', 'G105646'}, 'GEO': {'GEO-3817'}, 'GPD': {'WRI1075860'}}",358
34,Hendrina,Hard Coal,Steam Turbine,PP,ZA,2000.0,,,0.0,0.0,0.0,1970.0,1970.0,2015.0,-26.032043699999996,29.601612800000005,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GCPT': {'G103812', 'G103814', 'G103810', 'G103808', 'G103806', 'G103811', 'G103815', 'G103813', 'G103807', 'G103809'}, 'GEO': {'GEO-3521'}, 'GPD': {'WRI1000124'}}",775
35,Grootvlei,Hard Coal,Steam Turbine,PP,ZA,1190.0,,,0.0,0.0,0.0,1969.0,1969.0,2014.0,-26.768494399999998,28.4977584,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G103137', 'G103136', 'G103140', 'G103141', 'G103139', 'G103138'}, 'GEO': {'GEO-3415'}, 'GPD': {'WRI1000123'}}",457
36,Duvha,Hard Coal,Steam Turbine,PP,ZA,3600.0,,,0.0,0.0,0.0,1980.0,1980.0,2025.0,-25.9612614,29.3397128,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G102529', 'G102527', 'G102525', 'G102526', 'G102524', 'G102528'}, 'GEO': {'GEO-2994'}, 'GPD': {'WRI1000119'}}",697
37,Camden,Hard Coal,Steam Turbine,PP,ZA,1600.0,,,0.0,0.0,0.0,1967.0,1967.0,2012.0,-26.6214772,30.0900738,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GCPT': {'G101170', 'G101173', 'G101169', 'G101175', 'G101168', 'G101171', 'G101172', 'G101174'}, 'GEO': {'GEO-2539'}, 'GPD': {'WRI1000118'}}",888
38,Arnot,Hard Coal,Steam Turbine,PP,ZA,2352.0,,,0.0,0.0,0.0,1971.0,1971.0,2016.0,-25.9438068,29.7920396,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G100351', 'G100349', 'G100353', 'G100348', 'G100350', 'G100352'}, 'GEO': {'GEO-2166'}, 'GPD': {'WRI1000117'}}",833
39,Cambambe,Hydro,Run-Of-River,PP,AO,880.0,,,0.0,0.0,0.0,1962.0,1962.0,2062.0,-9.744299999999999,14.48365,"{nan, nan}","{'GHPT': {'G600013', 'G600014'}, 'GEO': {'GEO-2551'}, 'GPD': {'WRI1023003'}}",35
40,Kafue Gorge Upper,Hydro,Reservoir,PP,ZM,990.0,,,0.0,0.0,0.0,1971.0,1971.0,2071.0,-15.8067,28.4216,{nan},"{'GHPT': {'G604091'}, 'GEO': {'GEO-3769'}, 'GPD': {'WRI1000022'}}",2357
43,Hale Tanzania,Hydro,Reservoir,PP,TZ,20.73248407643312,,,0.0,0.0,0.0,1964.0,1964.0,2064.0,-5.298,38.604,"{nan, nan}","{'GEO': {'GEO-40350'}, 'GPD': {'WRI1019866'}}",193
44,Port Rex Gas Sa,CCGT,CCGT,PP,ZA,153.6252591366391,,,0.0,0.0,0.0,1976.0,1976.0,2016.0,-33.028661725181,27.881122827530003,"{nan, nan, nan}","{'GEO': {'GEO-4862'}, 'GPD': {'WRI1000133'}}",437
45,Komati Coal South Africa,Hard Coal,,PP,ZA,921.9369565631744,,,0.0,0.0,0.0,1961.0,1961.0,2006.0,-26.0899,29.4725,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEO': {'GEO-3884'}, 'GPD': {'WRI1000126'}}",777
46,Gourikwa Ocgt Sa,Oil,Steam Turbine,PP,ZA,685.4882666287633,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,-34.16684,21.9609,"{nan, nan, nan, nan, nan}","{'GEO': {'GEO-3357'}, 'GPD': {'WRI1000122'}}",582
48,Ankerlig Ocgt Sa,Oil,Steam Turbine,PP,ZA,1243.8833032825721,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,-33.5921,18.4599,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEO': {'GEO-2129'}, 'GPD': {'WRI1000116'}}",1082
49,Acacia Gas Sa,Oil,CCGT,PP,ZA,158.403369720971,0.303,,0.0,0.0,0.0,1976.0,1976.0,2016.0,-33.88354516046,18.535716533661,"{nan, nan, nan}","{'GEO': {'GEO-1978'}, 'GPD': {'WRI1000115'}}",373
50,Paratus Diesel Namibia,Oil,,PP,NA,23.714188683373436,,,0.0,0.0,0.0,1976.0,1976.0,2016.0,-22.9391,14.5165,"{nan, nan, nan, nan}","{'GEO': {'GEO-40394'}, 'GPD': {'WRI1023131'}}",2440
52,Matala Dam Angola,Hydro,,PP,AO,36.34245513018916,,,0.0,0.0,0.0,1954.0,1954.0,2054.0,-14.74424,15.04183,"{nan, nan, nan}","{'GEO': {'GEO-4201'}, 'GPD': {'WRI1023011'}}",25
53,Biopio Dam Angola,Hydro,,PP,AO,12.826748869478529,,,0.0,0.0,0.0,1956.0,1956.0,2056.0,-12.4708,13.7319,"{nan, nan, nan, nan}","{'GEO': {'GEO-2349'}, 'GPD': {'WRI1023001'}}",17
59,Iptl Diesel Tanzania,Oil,,PP,TZ,92.63354954442748,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,-6.6741,39.1873,{nan},"{'GEO': {'GEO-40356'}, 'GPD': {'WRI1019877'}}",184
60,Nyumba Ya Mungu Dam Tanzania,Hydro,,PP,TZ,7.125971594154738,,,0.0,0.0,0.0,1966.0,1966.0,2066.0,-3.826,37.47,{nan},"{'GEO': {'GEO-40349'}, 'GPD': {'WRI1019870'}}",1435
61,Pangani Falls Tanzania,Hydro,Reservoir,PP,TZ,67.13375796178345,,,0.0,0.0,0.0,1995.0,1995.0,2095.0,-5.349,38.651,{nan},"{'GEO': {'GEO-40351'}, 'GPD': {'WRI1019871'}}",182
62,Lusiwasi Zambia,Hydro,Reservoir,PP,ZM,11.847133757961783,,,0.0,0.0,0.0,1967.0,1967.0,2067.0,-12.9884,30.8649,"{nan, nan, nan, nan}","{'GEO': {'GEO-45988'}, 'GPD': {'WRI1000023'}}",2398
63,Seke,Hydro,Reservoir,PP,CD,260.0,,,0.0,0.0,0.0,1956.0,1956.0,2056.0,-10.3046,25.4059,{nan},"{'GHPT': {'G601500'}, 'GEO': {'GEO-42627'}}",268
64,Inga,Hydro,Reservoir,PP,CD,1775.0,,,0.0,0.0,0.0,1972.0,1972.0,2072.0,-5.521800000000001,13.6213,"{nan, nan}","{'GHPT': {'G601495', 'G601496'}, 'GEO': {'GEO-42602', 'GEO-42603'}}",1495
65,Steenbras,Hydro,Pumped Storage,Store,ZA,160.0,,,0.0,0.0,0.0,1979.0,1979.0,2079.0,-34.152,18.8982,{nan},"{'GHPT': {'G603354'}, 'GEO': {'GEO-42532'}}",1558
66,Ingula,Hydro,Pumped Storage,Store,ZA,1332.0,,,0.0,0.0,0.0,2016.0,2016.0,2116.0,-28.2809,29.588,{nan},"{'GHPT': {'G603352'}, 'GEO': {'GEO-46084'}}",1706
67,Ubombo Sugar Mill,Bioenergy,Steam Turbine,PP,SZ,40.0,,,0.0,0.0,0.0,2012.0,2012.0,2032.0,-26.7756,31.9386,{nan},"{'GBPT': {'G200014'}, 'GPD': {'WRI1023191'}}",2518
68,Nakambala,Bioenergy,Steam Turbine,PP,ZM,40.0,,,0.0,0.0,0.0,2010.0,2010.0,2030.0,-15.8315,27.7804,{nan},"{'GBPT': {'G200008'}, 'GPD': {'WRI1022375'}}",2750
69,Kusile,Hard Coal,Steam Turbine,PP,ZA,4800.0,,,0.0,0.0,0.0,2018.0,2018.0,2063.0,-25.9200701,28.924942,"{nan, nan, nan, nan, nan, nan}","{'GCPT': {'G106040', 'G106043', 'G106044', 'G106039', 'G106041', 'G106042'}, 'GPD': {'WRI1061281'}}",1725
70,Corumana Mozambique,Hydro,Reservoir,PP,MZ,16.19108280254777,,,0.0,0.0,0.0,1987.0,1987.0,2087.0,-25.21854,32.13417,{nan},"{'GEO': {'GEO-40384'}, 'GPD': {'WRI1000112'}}",2320
71,Chicamba Mozambique,Hydro,Reservoir,PP,MZ,37.910828025477706,,,0.0,0.0,0.0,1959.0,1959.0,2059.0,-19.1557,33.145,"{nan, nan}","{'GEO': {'GEO-40385'}, 'GPD': {'WRI1000111'}}",1196
72,Katse Muela Scheme Lesotho,Hydro,Reservoir,PP,LS,71.0828025477707,,,0.0,0.0,0.0,1998.0,1998.0,2098.0,-28.7804,28.453549999999996,"{nan, nan, nan}","{'GEO': {'GEO-45355'}, 'GPD': {'WRI1023088'}}",1163
73,Maguga Swaziland,Hydro,Reservoir,PP,SZ,19.547770700636942,,,0.0,0.0,0.0,2007.0,2007.0,2107.0,-26.0785,31.2616,"{nan, nan}","{'GEO': {'GEO-45999'}, 'GPD': {'WRI1023188'}}",1548
74,Edwaleni Hydropower Swaziland,Hydro,,PP,SZ,13.361196739040132,,,0.0,0.0,0.0,1964.0,1964.0,2064.0,-26.589499999999997,31.324,"{nan, nan, nan, nan, nan}","{'GEO': {'GEO-45998'}, 'GPD': {'WRI1023186'}}",349
75,Blantyre Chichiri Ocgt Malawi,Oil,Steam Turbine,PP,MW,13.895032431664124,,,0.0,0.0,0.0,1975.0,1975.0,2015.0,-15.792480695462,35.02547621727,{nan},"{'GEO': {'GEO-40391'}, 'GPD': {'WRI1023101'}}",324
76,Ruzizi Democratic Republic Of The Congo,Hydro,Run-Of-River,PP,CD,31.055485247368807,,,0.0,0.0,0.0,1958.0,1958.0,2058.0,-2.63344,28.90266,"{nan, nan, nan}","{'GEO': {'GEO-42605'}, 'GPD': {'WRI1000009'}}",1511
77,Koni Democratic Republic Of The Congo,Hydro,Reservoir,PP,CD,35.54140127388535,,,0.0,0.0,0.0,1950.0,1950.0,2050.0,-10.7184,27.2839,"{nan, nan, nan}","{'GEO': {'GEO-42628'}, 'GPD': {'WRI1000004'}}",270
115,Hwange,Hard Coal,Steam Turbine,PP,ZW,1590.0,,,0.0,0.0,0.0,1983.0,1983.0,2028.0,-18.383272825,26.46972865,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GCPT': {'G104804', 'G104803', 'G104806', 'G104802', 'G104805', 'G104808', 'G104807', 'G104809'}, 'GEO': {'GEO-40404'}}",206
116,Athlone Gas Sa,Oil,CCGT,PP,ZA,52.80112324032367,,,0.0,0.0,0.0,1972.0,1972.0,2012.0,-33.9482,18.5124,{nan},{'GEO': {'GEO-2188'}},376
117,Bloemfontein Coal South Africa,Hard Coal,,PP,ZA,94.95950652600695,,,0.0,0.0,0.0,1978.0,1978.0,2023.0,-29.12425,26.22543,{nan},{'GEO': {'GEO-178'}},474
118,Chicapa Dam Angola,Hydro,Run-Of-River,PP,AO,11.830661046616688,,,0.0,0.0,0.0,1988.0,1988.0,2088.0,-9.488574,20.350402,"{nan, nan, nan, nan}",{'GEO': {'GEO-2658'}},51
119,Collywobbles Sa,Hydro,Run-Of-River,PP,ZA,31.055485247368807,,,0.0,0.0,0.0,1985.0,1985.0,2085.0,-32.000142362717,28.581876754761,"{nan, nan, nan}",{'GEO': {'GEO-2734'}},901
120,Cunje Dam Angola,Hydro,,PP,AO,0.0,,,0.0,0.0,0.0,1979.1818181818182,1979.1818181818182,2079.181818181818,-11.95412,17.44527,{nan},{'GEO': {'GEO-429'}},26
121,Ezulwini Swaziland,Hydro,Reservoir,PP,SZ,19.745222929936304,,,0.0,0.0,0.0,1988.0,1988.0,2088.0,-26.3763,31.1552,"{nan, nan}",{'GEO': {'GEO-46000'}},1544
122,First Falls,Hydro,Run-Of-River,PP,ZA,4.436497892481258,,,0.0,0.0,0.0,1988.0,1988.0,2088.0,-31.600286430619,28.817095756531,"{nan, nan}",{'GEO': {'GEO-3180'}},876
123,Friedenheim Hydro Pp,Hydro,,PP,ZA,2.6722393478080266,,,0.0,0.0,0.0,1987.0,1987.0,2087.0,-25.4514,30.9816,"{nan, nan}",{'GEO': {'GEO-45239'}},541
124,Gove Dam Angola,Hydro,,PP,AO,285.0388637661895,,,0.0,0.0,0.0,1978.0,1978.0,2078.0,-13.45165,15.8694,"{nan, nan, nan, nan}",{'GEO': {'GEO-3601'}},0
