,Angola_wind,eSwatini_wind,South Africa_pv,Namibia_pv,Zimbabwe_pv,Malawi_pv,eSwatini_pv,Mozambique_pv,Botswana_wind,Namibia_wind,Angola_pv,Malawi_wind,Mozambique_wind,Lesotho_wind,Zambia_pv,Botswana_pv,South Africa_wind,Lesotho_pv,Zambia_wind,Zimbabwe_wind
2013-01-18 15:00:00,0.055,0.11,0.164,0.137,0.066,0.038,0.034,0.034,0.375,0.266,0.133,0.043,0.006,0.013,0.07,0.088,0.0,0.059,0.0,0.013
2013-01-18 16:00:00,0.057,0.119,0.037,0.049,0.001,0.0,0.0,0.0,0.318,0.291,0.03,0.064,0.013,0.007,0.001,0.015,0.0,0.009,0.0,0.016
2013-01-18 17:00:00,0.072,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.341,0.334,0.0,0.058,0.026,0.005,0.0,0.0,0.06,0.0,0.002,0.02
2013-01-18 18:00:00,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.379,0.0,0.035,0.045,0.004,0.0,0.0,0.172,0.0,0.005,0.017
2013-01-18 19:00:00,0.134,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.432,0.367,0.0,0.016,0.069,0.006,0.0,0.0,0.234,0.0,0.013,0.013
2013-01-18 20:00:00,0.173,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.353,0.0,0.008,0.086,0.018,0.0,0.0,0.218,0.0,0.039,0.014
2013-01-18 21:00:00,0.205,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.346,0.334,0.0,0.003,0.092,0.036,0.0,0.0,0.15,0.0,0.082,0.019
2013-01-18 22:00:00,0.232,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.305,0.0,0.001,0.098,0.059,0.0,0.0,0.093,0.0,0.091,0.02
2013-01-18 23:00:00,0.234,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.258,0.0,0.0,0.114,0.078,0.0,0.0,0.064,0.0,0.076,0.023
2013-01-19 00:00:00,0.24,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.194,0.0,0.0,0.135,0.081,0.0,0.0,0.069,0.0,0.055,0.032
2013-01-19 01:00:00,0.255,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.14,0.0,0.0,0.148,0.077,0.0,0.0,0.119,0.0,0.029,0.038
2013-01-19 02:00:00,0.241,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.108,0.0,0.001,0.139,0.066,0.0,0.0,0.185,0.0,0.01,0.037
2013-01-19 03:00:00,0.2,0.239,0.001,0.0,0.002,0.006,0.003,0.013,0.132,0.093,0.0,0.002,0.085,0.063,0.0,0.0,0.206,0.008,0.002,0.047
2013-01-19 04:00:00,0.166,0.115,0.037,0.008,0.064,0.076,0.057,0.093,0.125,0.107,0.002,0.001,0.035,0.054,0.042,0.022,0.127,0.085,0.001,0.041
2013-01-19 05:00:00,0.082,0.06,0.212,0.088,0.219,0.232,0.152,0.272,0.104,0.183,0.072,0.0,0.03,0.028,0.157,0.102,0.073,0.231,0.0,0.029
2013-01-19 06:00:00,0.094,0.021,0.413,0.193,0.367,0.378,0.275,0.436,0.079,0.163,0.212,0.0,0.009,0.009,0.297,0.184,0.032,0.37,0.0,0.049
2013-01-19 07:00:00,0.143,0.005,0.5720000000000001,0.312,0.454,0.492,0.399,0.557,0.042,0.102,0.358,0.0,0.003,0.003,0.403,0.249,0.011,0.503,0.0,0.065
2013-01-19 08:00:00,0.107,0.004,0.68,0.447,0.496,0.548,0.473,0.615,0.03,0.058,0.464,0.0,0.001,0.003,0.481,0.298,0.002,0.555,0.0,0.09
2013-01-19 09:00:00,0.073,0.01,0.734,0.496,0.482,0.537,0.506,0.621,0.038,0.031,0.536,0.0,0.001,0.003,0.541,0.373,0.002,0.624,0.002,0.115
2013-01-19 10:00:00,0.061,0.026,0.745,0.48,0.468,0.522,0.471,0.589,0.066,0.025,0.57,0.0,0.001,0.005,0.514,0.388,0.002,0.649,0.008,0.129
2013-01-19 11:00:00,0.059,0.058,0.683,0.477,0.436,0.452,0.381,0.524,0.11,0.031,0.558,0.001,0.001,0.007,0.493,0.394,0.006,0.619,0.019,0.126
2013-01-19 12:00:00,0.058,0.098,0.586,0.462,0.393,0.373,0.29,0.421,0.156,0.041,0.502,0.003,0.001,0.01,0.421,0.358,0.011,0.562,0.03,0.111
2013-01-19 13:00:00,0.052,0.13,0.472,0.413,0.305,0.272,0.186,0.292,0.182,0.056,0.415,0.01,0.001,0.017,0.336,0.296,0.02,0.41,0.037,0.086
2013-01-19 14:00:00,0.046,0.131,0.311,0.289,0.195,0.146,0.106,0.15,0.203,0.085,0.296,0.025,0.0,0.026,0.209,0.219,0.036,0.256,0.042,0.063
2013-01-19 15:00:00,0.045,0.093,0.157,0.154,0.076,0.032,0.034,0.033,0.192,0.141,0.149,0.041,0.0,0.032,0.073,0.114,0.051,0.094,0.051,0.05
2013-01-19 16:00:00,0.047,0.074,0.032,0.052,0.002,0.0,0.0,0.0,0.216,0.241,0.03,0.059,0.0,0.029,0.001,0.021,0.071,0.016,0.059,0.059
2013-01-19 17:00:00,0.068,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.405,0.0,0.073,0.012,0.026,0.0,0.0,0.131,0.0,0.075,0.085
2013-01-19 18:00:00,0.124,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.362,0.515,0.0,0.091,0.087,0.032,0.0,0.0,0.214,0.0,0.097,0.122
2013-01-19 19:00:00,0.195,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.493,0.0,0.105,0.125,0.031,0.0,0.0,0.315,0.0,0.125,0.159
2013-01-19 20:00:00,0.247,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.411,0.0,0.078,0.113,0.032,0.0,0.0,0.398,0.0,0.17,0.181
2013-01-19 21:00:00,0.255,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.362,0.286,0.0,0.058,0.121,0.023,0.0,0.0,0.417,0.0,0.241,0.187
2013-01-19 22:00:00,0.241,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.344,0.223,0.0,0.083,0.12,0.012,0.0,0.0,0.348,0.0,0.318,0.174
2013-01-19 23:00:00,0.216,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.291,0.207,0.0,0.068,0.099,0.004,0.0,0.0,0.295,0.0,0.352,0.148
2013-01-20 00:00:00,0.19,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.291,0.208,0.0,0.04,0.087,0.001,0.0,0.0,0.245,0.0,0.335,0.131
2013-01-20 01:00:00,0.172,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.251,0.0,0.021,0.087,0.0,0.0,0.0,0.207,0.0,0.299,0.137
2013-01-20 02:00:00,0.162,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0.299,0.0,0.02,0.083,0.0,0.0,0.0,0.172,0.0,0.256,0.16
2013-01-20 03:00:00,0.151,0.098,0.001,0.0,0.001,0.004,0.009,0.008,0.377,0.326,0.0,0.029,0.065,0.0,0.0,0.0,0.14,0.008,0.227,0.202
2013-01-20 04:00:00,0.127,0.066,0.039,0.008,0.07,0.072,0.091,0.082,0.36,0.286,0.001,0.029,0.029,0.001,0.039,0.039,0.247,0.08,0.178,0.251
2013-01-20 05:00:00,0.08,0.115,0.212,0.064,0.212,0.173,0.212,0.199,0.539,0.139,0.069,0.041,0.025,0.004,0.164,0.157,0.264,0.265,0.192,0.422
2013-01-20 06:00:00,0.121,0.109,0.401,0.276,0.366,0.265,0.326,0.294,0.559,0.027,0.216,0.079,0.04,0.002,0.316,0.341,0.112,0.467,0.301,0.708
2013-01-20 07:00:00,0.154,0.084,0.548,0.463,0.436,0.328,0.427,0.349,0.541,0.0,0.384,0.097,0.066,0.003,0.401,0.507,0.035,0.615,0.425,0.846
2013-01-20 08:00:00,0.146,0.069,0.67,0.6000000000000001,0.463,0.344,0.497,0.43,0.553,0.0,0.517,0.102,0.086,0.009,0.454,0.626,0.005,0.682,0.445,0.898
2013-01-20 09:00:00,0.129,0.07,0.741,0.685,0.468,0.351,0.548,0.485,0.561,0.009,0.588,0.097,0.088,0.022,0.499,0.6910000000000001,0.0,0.6930000000000001,0.398,0.915
2013-01-20 10:00:00,0.107,0.083,0.745,0.721,0.461,0.333,0.544,0.479,0.5650000000000001,0.024,0.606,0.098,0.075,0.044,0.506,0.71,0.0,0.645,0.342,0.903
2013-01-20 11:00:00,0.083,0.105,0.6930000000000001,0.714,0.418,0.315,0.47,0.414,0.577,0.043,0.58,0.098,0.054,0.074,0.49,0.683,0.0,0.539,0.318,0.876
2013-01-20 12:00:00,0.064,0.14,0.582,0.66,0.366,0.264,0.359,0.331,0.588,0.061,0.517,0.096,0.037,0.105,0.426,0.605,0.0,0.418,0.318,0.838
2013-01-20 13:00:00,0.047,0.171,0.488,0.561,0.275,0.175,0.236,0.221,0.609,0.073,0.422,0.088,0.028,0.125,0.315,0.485,0.002,0.307,0.304,0.785
2013-01-20 14:00:00,0.036,0.164,0.323,0.409,0.157,0.072,0.114,0.104,0.622,0.088,0.279,0.079,0.032,0.135,0.186,0.309,0.009,0.206,0.244,0.669
2013-01-20 15:00:00,0.04,0.102,0.158,0.223,0.041,0.011,0.037,0.021,0.5680000000000001,0.161,0.145,0.071,0.02,0.123,0.063,0.132,0.028,0.108,0.226,0.608
2013-01-20 16:00:00,0.058,0.108,0.03,0.061,0.0,0.0,0.001,0.0,0.5,0.327,0.033,0.071,0.004,0.084,0.0,0.022,0.053,0.018,0.331,0.654
2013-01-20 17:00:00,0.116,0.15,0.0,0.001,0.0,0.0,0.0,0.0,0.533,0.537,0.0,0.069,0.002,0.07,0.0,0.0,0.052,0.0,0.416,0.731
2013-01-20 18:00:00,0.178,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.604,0.0,0.072,0.012,0.06,0.0,0.0,0.018,0.0,0.436,0.745
2013-01-20 19:00:00,0.198,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.5700000000000001,0.0,0.079,0.064,0.05,0.0,0.0,0.001,0.0,0.404,0.771
2013-01-20 20:00:00,0.182,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.407,0.383,0.0,0.086,0.157,0.041,0.0,0.0,0.0,0.0,0.353,0.8210000000000001
2013-01-20 21:00:00,0.163,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.247,0.0,0.097,0.248,0.04,0.0,0.0,0.0,0.0,0.352,0.856
2013-01-20 22:00:00,0.149,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.178,0.0,0.108,0.299,0.045,0.0,0.0,0.0,0.0,0.331,0.871
2013-01-20 23:00:00,0.149,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.156,0.0,0.104,0.315,0.061,0.0,0.0,0.001,0.0,0.28,0.848
2013-01-21 00:00:00,0.139,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.174,0.0,0.123,0.323,0.073,0.0,0.0,0.023,0.0,0.227,0.84
2013-01-21 01:00:00,0.127,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.226,0.0,0.195,0.344,0.091,0.0,0.0,0.101,0.0,0.183,0.809
2013-01-21 02:00:00,0.115,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.291,0.0,0.402,0.372,0.105,0.0,0.0,0.197,0.0,0.192,0.718
2013-01-21 03:00:00,0.097,0.243,0.001,0.0,0.0,0.0,0.01,0.008,0.18,0.377,0.0,0.482,0.39,0.1,0.0,0.0,0.228,0.007,0.248,0.557
2013-01-21 04:00:00,0.072,0.232,0.034,0.007,0.04,0.028,0.091,0.085,0.1,0.411,0.001,0.283,0.318,0.058,0.025,0.031,0.114,0.06,0.274,0.419
2013-01-21 05:00:00,0.025,0.404,0.211,0.061,0.131,0.087,0.236,0.205,0.063,0.286,0.069,0.156,0.274,0.034,0.088,0.157,0.087,0.282,0.255,0.467
2013-01-21 06:00:00,0.015,0.483,0.412,0.278,0.259,0.136,0.392,0.314,0.066,0.212,0.21,0.205,0.419,0.045,0.137,0.356,0.018,0.497,0.249,0.514
2013-01-21 07:00:00,0.016,0.544,0.5700000000000001,0.466,0.388,0.2,0.537,0.386,0.066,0.062,0.361,0.216,0.608,0.073,0.224,0.513,0.002,0.656,0.28,0.5730000000000001
2013-01-21 08:00:00,0.009,0.606,0.677,0.603,0.48,0.269,0.642,0.468,0.077,0.008,0.493,0.215,0.679,0.086,0.385,0.623,0.006,0.759,0.299,0.593
2013-01-21 09:00:00,0.007,0.668,0.7020000000000001,0.6890000000000001,0.5720000000000001,0.318,0.682,0.491,0.091,0.0,0.581,0.248,0.6950000000000001,0.093,0.445,0.684,0.027,0.81,0.299,0.5740000000000001
2013-01-21 10:00:00,0.006,0.722,0.7000000000000001,0.725,0.598,0.35,0.66,0.438,0.1,0.0,0.606,0.254,0.668,0.1,0.422,0.7000000000000001,0.053,0.8140000000000001,0.28,0.534
2013-01-21 11:00:00,0.005,0.759,0.679,0.716,0.5700000000000001,0.345,0.604,0.334,0.104,0.0,0.567,0.246,0.593,0.103,0.382,0.665,0.073,0.766,0.252,0.485
2013-01-21 12:00:00,0.005,0.806,0.628,0.662,0.439,0.286,0.498,0.222,0.105,0.0,0.505,0.229,0.477,0.102,0.311,0.5720000000000001,0.102,0.657,0.219,0.423
2013-01-21 13:00:00,0.005,0.853,0.517,0.5630000000000001,0.309,0.192,0.364,0.15,0.094,0.0,0.419,0.188,0.356,0.099,0.226,0.438,0.139,0.508,0.18,0.348
2013-01-21 14:00:00,0.005,0.8150000000000001,0.354,0.418,0.178,0.099,0.208,0.072,0.082,0.003,0.278,0.136,0.322,0.096,0.121,0.3,0.18,0.327,0.131,0.252
2013-01-21 15:00:00,0.004,0.6990000000000001,0.157,0.235,0.064,0.014,0.081,0.014,0.072,0.016,0.153,0.107,0.372,0.1,0.039,0.141,0.23,0.135,0.103,0.205
2013-01-21 16:00:00,0.002,0.609,0.03,0.055,0.001,0.0,0.005,0.0,0.054,0.079,0.036,0.094,0.453,0.108,0.0,0.025,0.26,0.016,0.118,0.266
2013-01-21 17:00:00,0.001,0.549,0.0,0.001,0.0,0.0,0.0,0.0,0.042,0.331,0.0,0.091,0.49,0.139,0.0,0.0,0.342,0.0,0.167,0.315
2013-01-21 18:00:00,0.001,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.52,0.0,0.098,0.525,0.138,0.0,0.0,0.499,0.0,0.241,0.293
2013-01-21 19:00:00,0.001,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.434,0.0,0.116,0.552,0.13,0.0,0.0,0.591,0.0,0.3,0.28
2013-01-21 20:00:00,0.003,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.342,0.0,0.172,0.52,0.105,0.0,0.0,0.591,0.0,0.318,0.305
2013-01-21 21:00:00,0.006,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.317,0.0,0.219,0.492,0.07,0.0,0.0,0.5700000000000001,0.0,0.317,0.407
2013-01-21 22:00:00,0.018,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.333,0.0,0.23,0.487,0.041,0.0,0.0,0.523,0.0,0.292,0.448
2013-01-21 23:00:00,0.048,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.376,0.0,0.219,0.48,0.031,0.0,0.0,0.449,0.0,0.262,0.489
2013-01-22 00:00:00,0.088,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.412,0.0,0.237,0.459,0.031,0.0,0.0,0.388,0.0,0.252,0.503
2013-01-22 01:00:00,0.13,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.438,0.0,0.318,0.417,0.037,0.0,0.0,0.337,0.0,0.242,0.548
2013-01-22 02:00:00,0.168,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.453,0.0,0.31,0.345,0.051,0.0,0.0,0.296,0.0,0.213,0.5730000000000001
2013-01-22 03:00:00,0.207,0.468,0.001,0.0,0.001,0.001,0.011,0.008,0.223,0.463,0.0,0.247,0.311,0.071,0.0,0.0,0.261,0.005,0.17,0.56
2013-01-22 04:00:00,0.241,0.501,0.028,0.006,0.057,0.051,0.082,0.086,0.169,0.443,0.002,0.148,0.316,0.059,0.034,0.037,0.133,0.039,0.101,0.558
2013-01-22 05:00:00,0.13,0.666,0.216,0.06,0.216,0.17,0.294,0.211,0.157,0.218,0.065,0.115,0.334,0.095,0.146,0.149,0.344,0.286,0.09,0.711
2013-01-22 06:00:00,0.071,0.6930000000000001,0.426,0.278,0.391,0.307,0.492,0.357,0.185,0.237,0.219,0.219,0.351,0.088,0.288,0.331,0.221,0.503,0.139,0.704
2013-01-22 07:00:00,0.061,0.6880000000000001,0.587,0.465,0.518,0.433,0.635,0.477,0.115,0.19,0.367,0.304,0.382,0.062,0.388,0.515,0.093,0.664,0.13,0.59
2013-01-22 08:00:00,0.065,0.672,0.6950000000000001,0.602,0.624,0.498,0.724,0.578,0.071,0.079,0.377,0.347,0.336,0.044,0.47,0.627,0.045,0.767,0.095,0.462
2013-01-22 09:00:00,0.077,0.624,0.752,0.687,0.7030000000000001,0.515,0.764,0.598,0.062,0.03,0.433,0.357,0.268,0.029,0.516,0.6880000000000001,0.03,0.8170000000000001,0.078,0.362
2013-01-22 10:00:00,0.083,0.557,0.763,0.723,0.71,0.43,0.757,0.5750000000000001,0.074,0.013,0.531,0.321,0.221,0.023,0.506,0.7010000000000001,0.027,0.8190000000000001,0.075,0.318
2013-01-22 11:00:00,0.09,0.497,0.73,0.715,0.664,0.355,0.6960000000000001,0.512,0.094,0.011,0.505,0.272,0.188,0.023,0.476,0.623,0.03,0.775,0.077,0.316
2013-01-22 12:00:00,0.087,0.448,0.654,0.661,0.5710000000000001,0.298,0.587,0.398,0.102,0.016,0.461,0.205,0.164,0.028,0.404,0.543,0.036,0.683,0.075,0.333
2013-01-22 13:00:00,0.07,0.407,0.532,0.562,0.431,0.201,0.439,0.267,0.101,0.029,0.401,0.135,0.152,0.034,0.285,0.456,0.041,0.543,0.06,0.351
2013-01-22 14:00:00,0.051,0.354,0.366,0.418,0.252,0.1,0.243,0.115,0.101,0.052,0.284,0.068,0.14,0.036,0.156,0.301,0.043,0.356,0.042,0.384
2013-01-22 15:00:00,0.039,0.239,0.17,0.233,0.073,0.017,0.085,0.017,0.104,0.086,0.16,0.035,0.115,0.036,0.047,0.133,0.044,0.141,0.023,0.425
2013-01-22 16:00:00,0.034,0.139,0.02,0.057,0.002,0.0,0.004,0.0,0.125,0.122,0.04,0.026,0.106,0.044,0.0,0.023,0.038,0.009,0.008,0.539
2013-01-22 17:00:00,0.024,0.071,0.0,0.001,0.0,0.0,0.0,0.0,0.195,0.178,0.0,0.026,0.125,0.034,0.0,0.0,0.018,0.0,0.003,0.5700000000000001
2013-01-22 18:00:00,0.013,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.192,0.0,0.032,0.178,0.022,0.0,0.0,0.007,0.0,0.001,0.513
2013-01-22 19:00:00,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.178,0.0,0.052,0.21,0.015,0.0,0.0,0.003,0.0,0.0,0.457
2013-01-22 20:00:00,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.182,0.0,0.089,0.103,0.009,0.0,0.0,0.003,0.0,0.0,0.422
2013-01-22 21:00:00,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.521,0.173,0.0,0.092,0.024,0.005,0.0,0.0,0.005,0.0,0.0,0.391
2013-01-22 22:00:00,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.147,0.0,0.058,0.048,0.002,0.0,0.0,0.009,0.0,0.0,0.393
2013-01-22 23:00:00,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.117,0.0,0.044,0.109,0.001,0.0,0.0,0.015,0.0,0.0,0.412
2013-01-23 00:00:00,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.089,0.0,0.047,0.178,0.001,0.0,0.0,0.024,0.0,0.001,0.455
2013-01-23 01:00:00,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.432,0.076,0.0,0.063,0.221,0.0,0.0,0.0,0.041,0.0,0.011,0.48
2013-01-23 02:00:00,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.079,0.0,0.081,0.246,0.0,0.0,0.0,0.068,0.0,0.042,0.434
2013-01-23 03:00:00,0.0,0.095,0.0,0.0,0.001,0.004,0.009,0.013,0.284,0.094,0.0,0.093,0.223,0.0,0.0,0.0,0.094,0.003,0.053,0.38
2013-01-23 04:00:00,0.001,0.041,0.026,0.008,0.054,0.083,0.075,0.107,0.204,0.118,0.002,0.071,0.298,0.0,0.025,0.028,0.064,0.034,0.032,0.393
2013-01-23 05:00:00,0.001,0.037,0.215,0.069,0.225,0.219,0.296,0.25,0.201,0.078,0.053,0.068,0.395,0.003,0.095,0.154,0.016,0.286,0.015,0.444
2013-01-23 06:00:00,0.006,0.054,0.421,0.273,0.421,0.351,0.491,0.377,0.1,0.116,0.217,0.081,0.351,0.024,0.183,0.356,0.003,0.503,0.02,0.342
2013-01-23 07:00:00,0.003,0.052,0.579,0.452,0.5740000000000001,0.445,0.635,0.481,0.062,0.106,0.379,0.084,0.265,0.023,0.228,0.518,0.0,0.661,0.038,0.218
2013-01-23 08:00:00,0.001,0.041,0.686,0.584,0.671,0.532,0.726,0.58,0.073,0.09,0.494,0.079,0.203,0.019,0.268,0.63,0.0,0.762,0.089,0.125
2013-01-23 09:00:00,0.001,0.031,0.742,0.66,0.718,0.559,0.766,0.632,0.091,0.083,0.552,0.078,0.183,0.014,0.315,0.6900000000000001,0.0,0.811,0.161,0.069
2013-01-23 10:00:00,0.002,0.027,0.754,0.67,0.715,0.55,0.76,0.604,0.092,0.075,0.572,0.078,0.172,0.014,0.329,0.705,0.002,0.8130000000000001,0.202,0.039
2013-01-23 11:00:00,0.004,0.028,0.722,0.612,0.665,0.485,0.707,0.532,0.087,0.065,0.56,0.075,0.143,0.016,0.328,0.668,0.005,0.769,0.197,0.027
2013-01-23 12:00:00,0.005,0.032,0.646,0.504,0.5660000000000001,0.361,0.608,0.419,0.081,0.049,0.517,0.059,0.112,0.023,0.294,0.6000000000000001,0.009,0.678,0.156,0.027
2013-01-23 13:00:00,0.005,0.037,0.525,0.401,0.421,0.21,0.462,0.276,0.078,0.031,0.432,0.04,0.1,0.035,0.232,0.488,0.013,0.537,0.116,0.034
2013-01-23 14:00:00,0.003,0.042,0.361,0.303,0.242,0.104,0.275,0.131,0.085,0.015,0.309,0.031,0.114,0.055,0.148,0.329,0.017,0.351,0.086,0.053
2013-01-23 15:00:00,0.002,0.059,0.167,0.183,0.076,0.026,0.082,0.024,0.102,0.007,0.162,0.025,0.125,0.086,0.056,0.148,0.021,0.139,0.079,0.103
2013-01-23 16:00:00,0.001,0.098,0.021,0.061,0.002,0.0,0.003,0.0,0.139,0.004,0.04,0.028,0.13,0.094,0.0,0.018,0.039,0.009,0.111,0.254
2013-01-23 17:00:00,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.002,0.0,0.046,0.123,0.092,0.0,0.0,0.08,0.0,0.153,0.46
2013-01-23 18:00:00,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.001,0.0,0.082,0.104,0.087,0.0,0.0,0.137,0.0,0.155,0.495
2013-01-23 19:00:00,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.003,0.0,0.148,0.074,0.084,0.0,0.0,0.213,0.0,0.132,0.433
2013-01-23 20:00:00,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.005,0.0,0.229,0.051,0.086,0.0,0.0,0.325,0.0,0.116,0.353
2013-01-23 21:00:00,0.001,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.009,0.0,0.246,0.049,0.085,0.0,0.0,0.443,0.0,0.102,0.271
2013-01-23 22:00:00,0.002,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.028,0.0,0.221,0.052,0.075,0.0,0.0,0.534,0.0,0.086,0.221
2013-01-23 23:00:00,0.004,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.069,0.0,0.21,0.037,0.078,0.0,0.0,0.586,0.0,0.072,0.203
2013-01-24 00:00:00,0.005,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.07,0.0,0.224,0.019,0.092,0.0,0.0,0.602,0.0,0.07,0.194
2013-01-24 01:00:00,0.002,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.017,0.0,0.241,0.015,0.096,0.0,0.0,0.59,0.0,0.085,0.17
2013-01-24 02:00:00,0.002,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.009,0.0,0.192,0.017,0.089,0.0,0.0,0.554,0.0,0.128,0.153
2013-01-24 03:00:00,0.001,0.399,0.0,0.0,0.001,0.002,0.006,0.012,0.319,0.006,0.0,0.126,0.018,0.08,0.0,0.0,0.516,0.004,0.171,0.148
2013-01-24 04:00:00,0.0,0.245,0.034,0.008,0.06,0.054,0.069,0.104,0.22,0.004,0.002,0.079,0.014,0.06,0.046,0.019,0.364,0.037,0.12,0.178
2013-01-24 05:00:00,0.0,0.07,0.209,0.07,0.222,0.143,0.305,0.265,0.204,0.036,0.074,0.057,0.038,0.071,0.171,0.156,0.292,0.278,0.08,0.161
2013-01-24 06:00:00,0.003,0.011,0.408,0.269,0.4,0.222,0.502,0.423,0.23,0.114,0.21,0.042,0.054,0.202,0.336,0.366,0.462,0.489,0.092,0.078
2013-01-24 07:00:00,0.024,0.0,0.562,0.456,0.536,0.31,0.64,0.535,0.19,0.129,0.331,0.021,0.058,0.253,0.476,0.534,0.452,0.646,0.086,0.026
2013-01-24 08:00:00,0.031,0.0,0.667,0.595,0.624,0.388,0.725,0.622,0.174,0.13,0.39,0.006,0.056,0.271,0.547,0.648,0.417,0.749,0.065,0.006
2013-01-24 09:00:00,0.033,0.0,0.723,0.681,0.68,0.41,0.762,0.643,0.178,0.118,0.44,0.001,0.06,0.289,0.546,0.71,0.392,0.8,0.059,0.001
2013-01-24 10:00:00,0.03,0.0,0.735,0.72,0.684,0.396,0.755,0.626,0.175,0.104,0.459,0.0,0.072,0.311,0.533,0.725,0.354,0.803,0.062,0.0
2013-01-24 11:00:00,0.027,0.0,0.704,0.712,0.636,0.344,0.7020000000000001,0.547,0.157,0.101,0.448,0.0,0.082,0.337,0.484,0.6970000000000001,0.31,0.761,0.062,0.0
2013-01-24 12:00:00,0.033,0.002,0.629,0.661,0.54,0.264,0.606,0.425,0.137,0.102,0.405,0.0,0.082,0.364,0.375,0.624,0.27,0.671,0.051,0.001
2013-01-24 13:00:00,0.043,0.002,0.504,0.5630000000000001,0.404,0.159,0.46,0.265,0.119,0.109,0.34,0.0,0.074,0.389,0.282,0.505,0.263,0.532,0.035,0.003
2013-01-24 14:00:00,0.059,0.002,0.323,0.419,0.241,0.072,0.273,0.125,0.107,0.131,0.243,0.0,0.071,0.404,0.17,0.342,0.334,0.346,0.023,0.004
2013-01-24 15:00:00,0.086,0.003,0.147,0.236,0.077,0.012,0.08,0.022,0.098,0.159,0.126,0.0,0.082,0.34,0.054,0.152,0.463,0.137,0.02,0.008
2013-01-24 16:00:00,0.136,0.023,0.028,0.058,0.002,0.0,0.003,0.0,0.112,0.188,0.03,0.0,0.104,0.195,0.0,0.014,0.513,0.012,0.019,0.029
